projeto,mes,status,perfComp,perfOper,P50,energiaFinal,receitaForecast,budget,inversores,modulos,estrutura,transformadores,cabine,rede,manutencao,sujidade,clima
Sertão 23,2026-05,COD,1,1.00141075999421,561.9,562.6927060407465,268378.26007399906,217361.9533906385,0.003,0.001,0.0054,0.004,0.0007,0.0030892400057901037,0.0014,0.02,-0.04
Sertão 23,2026-06,COD,1,0.9,550.26,495.234,229938.58941258947,194950.3563139064,0.003,0.001,0.01,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.02
Sertão 23,2026-07,COD,1,0.9940755279322502,603.5,599.924581107113,289593.92073006637,239948.87213554155,0.003,0.001,0.0054,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.01
Sertão 23,2026-08,COD,1,0.9,695.73,626.157,304541.8140721895,279003.0229098325,0.003,0.001,0.004,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.01
Sertão 23,2026-09,COD,1,0.9,687.92,619.1279999999999,300536.51274138945,275423.77521944535,0.003,0.001,0.004,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.01
Sertão 23,2026-10,COD,1,0.9,731.19,658.071,322727.2155049895,295609.814437411,0.003,0.001,0.004,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.02
Sertão 23,2026-11,COD,1,0.9,674.88,607.392,293849.0441941895,243111.5744725256,0.003,0.001,0.004,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.02
Sertão 23,2026-12,COD,1,0.92,659.32,606.5744000000001,293383.15511066956,257345.38827049712,0.003,0.001,0.004,0.004,0.0007,0.0030892400057901037,0.0014,0.01,-0.03
Ventania I,2026-01,COD,0,0.983720687969835,112.71,0,-7585.775269499049,-5249.81777045659,0.007,0.0021,0.007,0.007,0.0007,0.011079312030164944,0.0014,0.01,-0.030000000000000002
Ventania I,2026-02,COD,0,0.9337206879698351,109.34,0,-7585.775269499049,-5428.788592996658,0.007,0.0021,0.007,0.007,0.0007,0.011079312030164944,0.0014,0.01,0.02
Ventania I,2026-03,COD,1e-07,0.992506850418083,120.94,1.2003377847236152e-05,-7585.767216576889,-5195.731736913702,0.007,0.0021,0.01,0.007,0.0007,0.011079312030164944,0.0014,0.01,-0.04178616244824785
Ventania I,2026-04,COD,1e-07,0.9237206879698351,113.72,1.0504551653411909e-05,-7585.768222121398,-3950.7365272000607,0.007,0.0021,0.007,0.007,0.0007,0.011079312030164944,0.0014,0.02,0.02
Ventania I,2026-05,COD,1e-07,0.994820687969835,105.37,1.0482425579994015e-05,-7585.768236965516,-2184.2899898207324,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.02,-0.04
Ventania I,2026-06,COD,1e-07,0.9,89.61,8.064900001159003e-06,-7585.769858854415,-1049.9092192601602,0.003,0.001,0.01,0.004,0.0007,0.011079312030164944,0.0014,0.03,-0.02
Ventania I,2026-07,COD,1e-07,0.8704385671242049,99.21,8.635621014718708e-06,-7585.769475964538,885.9913734688234,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,0.02
Ventania I,2026-08,COD,1e-07,0.8,121.11,9.688799991636188e-06,-7585.7687693994085,4012.4613176334387,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,0.02
Ventania I,2026-09,COD,0.1,0.8,114.6,9.167999999999992,-1435.0740854990581,5858.402193781301,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,0.02
Ventania I,2026-10,COD,0.2,0.83,118.18,19.61788,5575.625007940951,8422.487489085368,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,0.005
Ventania I,2026-11,COD,0.3,0.85,107.05,27.29775,10727.957632500955,9682.01763654092,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,-0.01
Ventania I,2026-12,COD,0.4,0.88,116.84,41.127680000000005,20006.29171034095,9669.983453206383,0.003,0.001,0.004,0.004,0.0007,0.011079312030164944,0.0014,0.03,-0.02
Ventania II,2026-01,COD,0,0.985941422318236,199.97,0,-13206.038427393782,-9060.652774046961,0.007,0.0021,0.007,0.007,0.0007,0.00885857768176404,0.0014,0.01,-0.030000000000000002
Ventania II,2026-02,COD,0,0.935941422318236,194.28,0,-13206.038427393796,-9376.826529248021,0.007,0.0021,0.007,0.007,0.0007,0.00885857768176404,0.0014,0.01,0.02
Ventania II,2026-03,COD,1e-07,0.9647275847664838,214.77,2.0719454340678567e-05,-13206.024526960508,-8966.68630132082,0.007,0.0021,0.04,0.007,0.0007,0.00885857768176404,0.0014,0.01,-0.04178616244824785
Ventania II,2026-04,COD,1e-07,0.925941422318236,202.63,1.8762351032819424e-05,-13206.025839957627,-6951.174219622131,0.007,0.0021,0.007,0.007,0.0007,0.00885857768176404,0.0014,0.02,0.02
Ventania II,2026-05,COD,1e-07,0.997041422318236,189.07,1.8851062151270526e-05,-13206.025780442418,-3530.3719126828655,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.02,-0.04
Ventania II,2026-06,COD,1e-07,0.9,171.58,1.5442199980952864e-05,-13206.028067407125,-3217.4098488000454,0.003,0.001,0.01,0.004,0.0007,0.00885857768176404,0.0014,0.03,-0.02
Ventania II,2026-07,COD,1e-07,0.7693204336169717,181,1.3924699828748999e-05,-13206.029085479764,2085.8448739070445,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,0.02
Ventania II,2026-08,COD,1e-07,0.8,217.01,1.7360800001142707e-05,-13206.026780241402,9063.405934595678,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,0.02
Ventania II,2026-09,COD,1e-07,0.8,204.19,1.633520000154931e-05,-13206.027468304135,10706.411917018879,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,0.02
Ventania II,2026-10,COD,1e-07,0.83,181,1.502300000311152e-05,-13206.028348643362,15232.35375493973,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,0.005
Ventania II,2026-11,COD,0,0.85,203.55,0,-13206.038427393796,17430.620463696338,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,-0.01
Ventania II,2026-12,COD,0,0.88,207.27,0,-13206.038427393782,19575.34249476048,0.003,0.001,0.004,0.004,0.0007,0.00885857768176404,0.0014,0.03,-0.02
Ventania III,2026-01,COD,0,0.9887105486138622,143.38,0,-9459.196322130629,-6486.887986593625,0.007,0.0021,0.007,0.007,0.0007,0.006089451386137771,0.0014,0.01,-0.030000000000000002
Ventania III,2026-02,COD,0,0.9387105486138623,127.55,0,-9459.196322130629,-6712.7310214656245,0.007,0.0021,0.007,0.007,0.0007,0.006089451386137771,0.0014,0.01,0.02
Ventania III,2026-03,COD,1e-07,0.9574967110621101,146.3,1.4008176862034816e-05,-9459.18941189698,-6632.455882148155,0.007,0.0021,0.05,0.007,0.0007,0.006089451386137771,0.0014,0.01,-0.04178616244824785
Ventania III,2026-04,COD,1e-07,0.9287105486138623,145.98,1.3557316577816891e-05,-9459.189634306364,-4876.122573221022,0.007,0.0021,0.007,0.007,0.0007,0.006089451386137771,0.0014,0.02,0.02
Ventania III,2026-05,COD,1e-07,0.9998105486138622,136.62,1.3659411706612445e-05,-9459.189583942833,-2473.17354850837,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.02,-0.04
Ventania III,2026-06,COD,1e-07,0.9,123.99,1.115909999782616e-05,-9459.1908173466,-996.1223675752699,0.003,0.001,0.01,0.004,0.0007,0.006089451386137771,0.0014,0.03,-0.02
Ventania III,2026-07,COD,1e-07,0.766190821840471,130.51,9.999556411344201e-06,-9459.19138934945,2217.0311114134383,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,0.02
Ventania III,2026-08,COD,1e-07,0.8,156.67,1.253359999964232e-05,-9459.190139305749,5782.161285533526,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,0.02
Ventania III,2026-09,COD,0,0.8,147.01,0,-9459.196322130629,7745.033868809041,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,0.02
Ventania III,2026-10,COD,0,0.83,151.08,0,-9459.196322130629,9839.681778819031,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,0.005
Ventania III,2026-11,COD,0,0.85,146.08,0,-9459.196322130629,12518.578511999003,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,-0.01
Ventania III,2026-12,COD,0,0.88,138.71,0,-9459.196322130629,14043.604507440192,0.003,0.001,0.004,0.004,0.0007,0.006089451386137771,0.0014,0.03,-0.02
Ventania IV,2026-01,COD,0,0.9866621212121213,672.93,0,-45054.19632213062,-31106.59540023608,0.007,0.0021,0.007,0.007,0.0007,0.008137878787878788,0.0014,0.01,-0.030000000000000002
Ventania IV,2026-02,COD,0,0.9366621212121212,656.22,0,-45054.19632213062,-33063.322814531624,0.007,0.0021,0.007,0.007,0.0007,0.008137878787878788,0.0014,0.01,0.02
Ventania IV,2026-03,COD,1e-07,0.905448283660369,722.57,6.542497658301727e-05,-45054.15449484397,-30840.71734429768,0.007,0.0021,0.1,0.007,0.0007,0.008137878787878788,0.0014,0.01,-0.04178616244824785
Ventania IV,2026-04,COD,1e-07,0.9266621212121212,677.72,6.280174522999005e-05,-45054.156171919836,-22598.172579843085,0.007,0.0021,0.007,0.007,0.0007,0.008137878787878788,0.0014,0.02,0.02
Ventania IV,2026-05,COD,1e-07,-0.00023787878787850936,630.88,-1.5007296960689587e-08,-45054.19633172505,-15038.181969696772,1.001,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.02,-0.04
Ventania IV,2026-06,COD,1e-07,0.3,571.26,1.7137800000455172e-05,-45054.185365647194,-6255.95082952152,0.971,0.001,0.01,0.004,0.0007,0.008137878787878788,0.0014,0.03,-0.02
Ventania IV,2026-07,COD,1e-07,0.23807023071806183,636.8,1.5160312273110321e-05,-45054.18662988831,8483.523236353765,0.971,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,0.02
Ventania IV,2026-08,COD,1e-07,0.25,723.02,1.8075499980341192e-05,-45054.1847661598,28715.553642308805,0.003,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,0.02
Ventania IV,2026-09,COD,1e-07,0.25,683.48,1.708700000335739e-05,-45054.18539812445,31055.947784716584,0.003,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,0.02
Ventania IV,2026-10,COD,0.25,0.7,705.81,123.51675,33912.13703426934,50103.77362267676,0.003,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,0.005
Ventania IV,2026-11,COD,0.5,0.8,506.72,202.68800000000002,84527.64723626937,57781.146276696934,0.003,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,-0.01
Ventania IV,2026-12,COD,0.75,0.88,699.71,461.80860000000007,250187.80004234938,58436.208420787414,0.003,0.001,0.004,0.004,0.0007,0.008137878787878788,0.0014,0.03,-0.02
Guaíra I,2026-01,COD,0.8,1.0070286611296857,227.24,183.06975436408786,83547.65280864005,85764.04870374357,0.007,0.0021,0.007,0.007,0.0007,0.007771338870314193,0.0014,0.01,-0.05
Guaíra I,2026-02,COD,0.8,0.9270286611296858,220.95,163.86158614128328,71823.49038163883,76573.11497717156,0.007,0.0021,0.007,0.007,0.0007,0.007771338870314193,0.0014,0.01,0.03
Guaíra I,2026-03,COD,0.8,0.8470286611296858,250.85,169.98171171550536,75559.05462043156,90810.36622801,0.007,0.0021,0.007,0.007,0.0007,0.007771338870314193,0.0014,0.03,0.09
Guaíra I,2026-04,COD,0.95,0.8886286611296859,223.9,189.01575936558982,87176.93841363628,76795.74609206645,0.007,0.0021,0.0454,0.007,0.0007,0.007771338870314193,0.0014,0.01,0.03
Guaíra I,2026-05,COD,0.8,0.9445286611296858,184.57,139.4653239877649,56932.651402002375,64087.149953082466,0.003,0.001,0.0276,0.004,0.0007,0.007771338870314193,0.0014,0.01,0
Guaíra I,2026-06,COD,0.8,0.9,149.31,107.50320000000002,37423.80866396258,47240.64446442078,0.003,0.001,0.0276,0.004,0.0007,0.007771338870314193,0.0014,0.01,0.01
Guaíra I,2026-07,COD,0.8,0.9322531645569619,174.47,130.12016769620254,51228.61294309763,55768.11258212087,0.003,0.001,0.0276,0.004,0.0007,0.007771338870314193,0.0014,0.01,0.02
Guaíra I,2026-08,COD,0.8,0.88,221.98,156.27392,67192.17784572259,89847.42240076042,0.003,0.001,0.004,0.004,0.0007,0.007771338870314193,0.0014,0.01,0.01
Guaíra I,2026-09,COD,0.8,0.88,225.68,158.87872000000002,68782.07949254363,87201.7584549273,0.003,0.001,0.004,0.004,0.0007,0.007771338870314193,0.0014,0.01,0.01
Guaíra I,2026-10,COD,0.8,0.88,246.34,173.42336,77659.74652587416,96949.77899191402,0.003,0.001,0.004,0.004,0.0007,0.007771338870314193,0.0014,0.01,-0.005
Guaíra I,2026-11,COD,0.8,0.89,255.05,181.59560000000002,82647.86762316259,100842.40084502363,0.003,0.001,0.004,0.004,0.0007,0.007771338870314193,0.0014,0.01,-0.01
Guaíra I,2026-12,COD,0.8,0.89,267.91,190.75192000000004,88236.64535919629,109236.10134765081,0.003,0.001,0.004,0.004,0.0007,0.007771338870314193,0.0014,0.01,-0.01
Guaíra II,2026-01,COD,0.8,1.0079995229619143,245.76,198.18077021049604,92771.02081360911,94399.92374795559,0.007,0.0021,0.007,0.007,0.0007,0.006800477038085692,0.0014,0.01,-0.05
Guaíra II,2026-02,COD,0.8,0.9279995229619143,219.25,162.7711163275198,71157.89618910533,76160.75657740197,0.007,0.0021,0.007,0.007,0.0007,0.006800477038085692,0.0014,0.01,0.03
Guaíra II,2026-03,COD,0.8,0.8323161272906024,249.06,165.83732373039797,73029.42882091236,90441.3514836719,0.007,0.0021,0.022683395671311904,0.007,0.0007,0.006800477038085692,0.0014,0.03,0.09
Guaíra II,2026-04,COD,0.95,0.8899995229619143,222.07,187.7600843609447,86410.50730270366,76468.53843730701,0.007,0.0021,0.045,0.007,0.0007,0.006800477038085692,0.0014,0.01,0.03
Guaíra II,2026-05,COD,0.8,0.9690995229619143,161.82,125.45574784455758,48381.57332255281,54318.0153184895,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,0
Guaíra II,2026-06,COD,0.8,0.9,152.43,109.74960000000002,38794.95234463627,49275.506124901294,0.003,0.001,0.01,0.004,0.0007,0.006800477038085692,0.0014,0.01,0.01
Guaíra II,2026-07,COD,0.8,0.9195053139145838,186.49,137.1828367935446,55539.48104384098,61570.89777263132,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,0.02
Guaíra II,2026-08,COD,0.8,0.88,223.09,157.05536,67669.1483397689,90895.3933963238,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,0.01
Guaíra II,2026-09,COD,0.8,0.88,224.03,157.71712000000002,68073.06929869101,86935.34154410768,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,0.01
Guaíra II,2026-10,COD,0.8,0.88,244.81,172.34624000000002,77002.30070975628,96664.52485386202,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,-0.005
Guaíra II,2026-11,COD,0.8,0.89,235.19,167.45528000000002,74016.98692039207,92306.71932946763,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,-0.01
Guaíra II,2026-12,COD,0.8,0.89,266.23,189.55576000000002,87506.54064717944,108796.51934681243,0.003,0.001,0.004,0.004,0.0007,0.006800477038085692,0.0014,0.01,-0.01
Guaíra III,2026-01,COD,0.8,1.007691442972711,232.62,187.52734677144966,86268.4503782506,88272.74242609026,0.007,0.0021,0.007,0.007,0.0007,0.0071085570272890215,0.0014,0.01,-0.05
Guaíra III,2026-02,COD,0.8,0.927691442972711,215.56,159.9785339577581,69453.37710565649,74202.05417849637,0.007,0.0021,0.007,0.007,0.0007,0.0071085570272890215,0.0014,0.01,0.03
Guaíra III,2026-03,COD,0.8,0.8476914429727109,243.28,164.98109939712091,72506.81192997046,79427.3467026628,0.007,0.0021,0.007,0.007,0.0007,0.0071085570272890215,0.0014,0.03,0.09
Guaíra III,2026-04,COD,0.95,0.927691442972711,214.61,189.13726754755484,87251.10382311433,72915.99818563342,0.007,0.0021,0.007,0.007,0.0007,0.0071085570272890215,0.0014,0.01,0.03
Guaíra III,2026-05,COD,0.8,0.945191442972711,176.36,133.35517030613386,53203.17374507866,57937.20870902187,0.003,0.001,0.0276,0.004,0.0007,0.0071085570272890215,0.0014,0.01,0
Guaíra III,2026-06,COD,0.8,0.9,155.49,111.95280000000001,40139.72787760469,50015.858842331014,0.003,0.001,0.0276,0.004,0.0007,0.0071085570272890215,0.0014,0.01,0.01
Guaíra III,2026-07,COD,0.8,0.8681897549681652,168.08,116.74026721203938,43061.87238179818,58071.27990000388,0.003,0.001,0.0276,0.004,0.0007,0.0071085570272890215,0.0014,0.01,0.02
Guaíra III,2026-08,COD,0.8,0.88,202.71,142.70784000000003,58911.79818781944,86548.59196255225,0.003,0.001,0.004,0.004,0.0007,0.0071085570272890215,0.0014,0.01,0.01
Guaíra III,2026-09,COD,0.8,0.88,203.91,143.55264,59427.441965166785,83358.36695457865,0.003,0.001,0.004,0.004,0.0007,0.0071085570272890215,0.0014,0.01,0.01
Guaíra III,2026-10,COD,0.8,0.88,239.02,168.27008,74514.31948405522,93737.37854492842,0.003,0.001,0.004,0.004,0.0007,0.0071085570272890215,0.0014,0.01,-0.005
Guaíra III,2026-11,COD,0.8,0.89,249.54,177.67248,80253.29800220259,90336.27151430842,0.003,0.001,0.004,0.004,0.0007,0.0071085570272890215,0.0014,0.01,-0.01
Guaíra III,2026-12,COD,0.8,0.89,246.01,175.15912000000003,78719.20893469102,106028.94695377881,0.003,0.001,0.004,0.004,0.0007,0.0071085570272890215,0.0014,0.01,-0.01
Guaíra IV,2026-01,COD,0.8,1.0075168964238035,228.87,184.47231366761275,84403.73824569411,86524.11761962183,0.007,0.0021,0.007,0.007,0.0007,0.007283103576196546,0.0014,0.01,-0.05
Guaíra IV,2026-02,COD,0.8,0.9275168964238034,219.67,162.9981093099335,71296.44675596514,74348.09777841477,0.007,0.0021,0.007,0.007,0.0007,0.007283103576196546,0.0014,0.01,0.03
Guaíra IV,2026-03,COD,0.8,0.8172168964238035,233.08,152.3815313747681,64816.36585043551,79140.8176070591,0.007,0.0021,0.0373,0.007,0.0007,0.007283103576196546,0.0014,0.03,0.09
Guaíra IV,2026-04,COD,0.95,0.9275168964238034,202.15,178.12266358146826,80528.0782607822,73098.72453829128,0.007,0.0021,0.007,0.007,0.0007,0.007283103576196546,0.0014,0.01,0.03
Guaíra IV,2026-05,COD,0.8,0.9686168964238034,179.29,138.930658687859,56606.30571679873,60458.998163068565,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,0
Guaíra IV,2026-06,COD,0.8,0.9,147.77,106.39440000000002,36747.02620619417,50113.39033804032,0.003,0.001,0.01,0.004,0.0007,0.007283103576196546,0.0014,0.01,0.01
Guaíra IV,2026-07,COD,0.8,0.8993434391283752,182.54,131.3329211027949,51968.84583557652,58148.194578523166,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,0.02
Guaíra IV,2026-08,COD,0.8,0.88,218.35,153.7184,65632.35541924679,79171.78743291272,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,0.01
Guaíra IV,2026-09,COD,0.8,0.88,207.76,146.26304000000002,61081.79908415627,78990.8766132734,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,0.01
Guaíra IV,2026-10,COD,0.8,0.88,243.6,171.4944,76482.35990093101,93939.25070416523,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,-0.005
Guaíra IV,2026-11,COD,0.8,0.89,254.17,180.96904,82265.43182162996,98507.70543819801,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,-0.01
Guaíra IV,2026-12,COD,0.8,0.89,265.75,189.21400000000003,87297.93930088892,106226.31030109402,0.003,0.001,0.004,0.004,0.0007,0.007283103576196546,0.0014,0.01,-0.01
Guaíra V,2026-01,COD,0.8,1.0069812927086332,232.06,186.94406302877235,85912.42926989426,88011.61445499098,0.007,0.0021,0.007,0.007,0.0007,0.007818707291366826,0.0014,0.01,-0.05
Guaíra V,2026-02,COD,0.8,0.9269812927086332,215.27,159.64101030510997,69247.36151475266,74013.05657860197,0.007,0.0021,0.007,0.007,0.0007,0.007818707291366826,0.0014,0.01,0.03
Guaíra V,2026-03,COD,0.8,0.8469812927086332,228.88,155.08566262012158,66466.89668589612,79236.32730559366,0.007,0.0021,0.007,0.007,0.0007,0.007818707291366826,0.0014,0.03,0.09
Guaíra V,2026-04,COD,0.95,0.9269812927086332,213.63,188.12946288327802,86635.96627113044,65432.716626785084,0.007,0.0021,0.007,0.007,0.0007,0.007818707291366826,0.0014,0.01,0.03
Guaíra V,2026-05,COD,0.8,0.9680812927086332,175.31,135.7714651398004,54678.01677918939,59760.243003510346,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,0
Guaíra V,2026-06,COD,0.8,0.9,145.12,104.4864,35582.43301587837,49510.4683645646,0.003,0.001,0.01,0.004,0.0007,0.007818707291366826,0.0014,0.01,0.01
Guaíra V,2026-07,COD,0.8,0.8369944184123485,165.41,110.75779739966924,39410.3296120099,57468.78158493615,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,0.02
Guaíra V,2026-08,COD,0.8,0.88,213.42,150.24768,63513.91890064468,85828.68145255654,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,0.01
Guaíra V,2026-09,COD,0.8,0.88,201.77,142.04608000000002,58507.87722889733,82834.26811362202,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,0.01
Guaíra V,2026-10,COD,0.8,0.88,238.43,167.85472000000001,74260.79462685942,93373.13095326202,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,-0.005
Guaíra V,2026-11,COD,0.8,0.89,249.05,177.32360000000003,80040.35079453101,98082.01849372042,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,-0.01
Guaíra V,2026-12,COD,0.8,0.89,260.49,185.46888,85012.01621445522,97564.75067232922,0.003,0.001,0.004,0.004,0.0007,0.007818707291366826,0.0014,0.01,-0.01
Rubi,2026-01,CONST,0,1.0108,573.9,0,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,-0.05
Rubi,2026-02,CONST,0,0.9308,551.56,0,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0.03
Rubi,2026-03,COD,0,0.9608,540.41,0,-70187.80058479533,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0
Rubi,2026-04,COD,0.05,0.9208000000000001,494.83,22.78197320000004,-58762.25236453253,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0.04
Rubi,2026-05,COD,0.05,0.9689,430.16,20.839101200000016,-59736.63581792885,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0
Rubi,2026-06,COD,0.05,0,405,0,-70187.80058479533,0,0.003,0.001,0.01,0.004,0.0007,0.007,0.0014,0.01,0.01
Rubi,2026-07,COD,0.1,0.6275061728395062,453.81,28.47685762962965,-55906.17066834489,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.02
Rubi,2026-08,COD,0.1,0.65,542.34,35.252099999999984,-52508.27103396933,22575.607714765763,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.01
Rubi,2026-09,COD,0,0.68,546.16,0,-70187.80058479533,43219.032583313805,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.01
Rubi,2026-10,COD,0,0.7,591.3,0,-70187.80058479533,72587.51487749531,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,-0.005
Rubi,2026-11,COD,0.25,0.75,648.55,121.60312499999998,-9201.758847982826,109459.52793605666,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,-0.01
Rubi,2026-12,COD,0.5,0.85,626.06,266.0755,63253.601913234656,134149.4854425022,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,-0.01
Estrela,2026-01,CONST,0.9,0.9408,1285,1088.0351999999998,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0.02
Estrela,2026-02,CONST,0.9,0.9208000000000001,1082.23,896.8656456000001,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0.04
Estrela,2026-03,CONST,0,0.9608,1170.71,0,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0
Estrela,2026-04,CONST,0,0.9408,945.01,0,0,0,0.007,0.0021,0.007,0.007,0.0007,0.004,0.0014,0.01,0.02
Estrela,2026-05,CONST,0,0.9289000000000001,854.2,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.04
Estrela,2026-06,CONST,0,0,765.23,0,0,0,0.003,0.001,0.01,0.004,0.0007,0.003,0.0014,0.01,0.04
Estrela,2026-07,CONST,0,0,841.54,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.003,0.0014,0.01,0.01
Estrela,2026-08,CONST,0,0,969.19,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.02
Estrela,2026-09,CONST,0,0,1006.5500000000001,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0
Estrela,2026-10,CONST,0,0,1136.45,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.01
Estrela,2026-11,CONST,0,0,1103.61,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.02
Estrela,2026-12,CONST,0,0,1168.63,0,0,0,0.003,0.001,0.004,0.004,0.0007,0.007,0.0014,0.01,0.03
Peroba 1,2026-01,COD,0.95,0.9703019212750913,597.82,551.0625998478413,303651.5752321648,290469.48939104134,0.007,0.0021,0.007,0.007,0.0007,0.01449807872490868,0.0014,0.01,-0.02
Peroba 1,2026-02,COD,0.95,0.9303019212750914,563.52,498.0315517430925,270681.37450816855,259056.75506187652,0.007,0.0021,0.007,0.007,0.0007,0.01449807872490868,0.0014,0.01,0.02
Peroba 1,2026-03,COD,0.95,0.9308924225719152,607.44,537.18822850873,295025.6697613507,282227.78003375675,0.007,0.0021,0.007,0.007,0.0007,0.01449807872490868,0.0014,0.03,-0.000590501296823846
Peroba 1,2026-04,COD,0.95,0.9403019212750914,535.39,478.2568333498976,258387.13447360744,247171.7592034331,0.007,0.0021,0.007,0.007,0.0007,0.01449807872490868,0.0014,0.01,0.01
Peroba 1,2026-05,COD,0.95,0.9614019212750913,386.09,352.62828439584496,180281.97487921113,180032.2881492499,0.003,0.001,0.004,0.004,0.0007,0.01449807872490868,0.0014,0.01,0
Peroba 1,2026-06,COD,0.95,0.9,397.35,339.73425,172265.55964009665,173594.54941921958,0.003,0.001,0.01,0.004,0.0007,0.01449807872490868,0.0014,0.01,0.01
Peroba 1,2026-07,COD,0.95,0.7698493771234428,451.56,330.2515254971687,166370.00710168268,186357.47805246478,0.003,0.001,0.004,0.004,0.0007,0.01449807872490868,0.0014,0.01,0.02
Peroba 1,2026-08,COD,0.95,0.87,543.62,449.30193,240385.4352896807,254654.58427055008,0.003,0.001,0.004,0.004,0.0007,0.01449807872490868,0.0014,0.01,0.01
